"fraudulent","customer__customerEmail","customer__customerPhone","customer__customerDevice","customer__customerIPAddress","customer__customerBillingAddress","orders__orderId","orders__orderAmount","orders__orderState","orders__orderShippingAddress","paymentMethods__paymentMethodId","paymentMethods__paymentMethodRegistrationFailure","paymentMethods__paymentMethodType","paymentMethods__paymentMethodProvider","paymentMethods__paymentMethodIssuer","transactions__transactionId","transactions__orderId","transactions__paymentMethodId","transactions__transactionAmount","transactions__transactionFailed"
"False","michelleherrera@day.info","1-991-286-0655x973","s7m2fjcrk1y7lj0amm08","fb35:e7e4:1368:817f:b75e:6473:d60b:93a8","586 Johnson Courts\nSouth Timothymouth, OH 66490","12l1rw","34","fulfilled","586 Johnson Courts\nSouth Timothymouth, OH 66490","wovt0cj5c","True","bitcoin","Discover","Fountain Financial Inc.","r214877d","12l1rw","wovt0cj5c","34","False"
"","","","","","","pcmaex","43","fulfilled","586 Johnson Courts\nSouth Timothymouth, OH 66490","","","","","","8wozhvp8","pcmaex","wovt0cj5c","43","True"
"","","","","","","hxwtsb","15","failed","48551 Thomas Circle\nLake Johnberg, GU 50483","","","","","","36u4g331","pcmaex","wovt0cj5c","43","False"
"","","","","","","nm269f","48","fulfilled","586 Johnson Courts\nSouth Timothymouth, OH 66490","","","","","","vqceka21","hxwtsb","wovt0cj5c","15","False"
"","","","","","","","","","","","","","","","pgduytlm","nm269f","wovt0cj5c","48","True"
"","","","","","","","","","","","","","","","ah1qaf4c","nm269f","wovt0cj5c","48","False"
"False","brockmatthew@hotmail.com","800.814.4655x012","132m3ourosp5a28ksvou","188.74.171.130","08645 Alvarado Way Suite 514\nMillerfurt, AL 86782-0548","","","","","","","","","","","","","",""
"False","ijuarez@yahoo.com","705.315.1466x180","ztef2ig476czoj3mzkyl","9247:4a63:f325:1e5e:fcbb:ea08:304b:48ad","Unit 0375 Box 6645\nDPO AP 74311","ghy2in","45","fulfilled","Unit 0375 Box 6645\nDPO AP 74311","v6mrj0ec1","False","card","Discover","Her Majesty Trust","pf63pf7p","ghy2in","v6mrj0ec1","45","False"
"","","","","","","gltavp","13","fulfilled","2265 Chang Isle\nNew Timothy, SC 18655","qwyprqq8m","True","card","VISA 16 digit","Fountain Financial Inc.","fjfqyvsq","gltavp","v6mrj0ec1","13","False"
"","","","","","","7syvmx","14","fulfilled","9390 Samantha Drive\nNorth Melanie, ND 85266","","","","","","7sb2vztr","7syvmx","v6mrj0ec1","14","False"
"False","hughesjonathan@pena.org","05514762453","ntjnc4h0ldd2yia6m7u6","5176:b1b5:d308:40b9:7c25:f5bf:4258:52d2","7444 Shelby Fords Apt. 290\nRhondaland, AS 85277-9573","yqgi4r","49","pending","272 Grant Rest\nMartinezland, IL 82134-6960","644b30jam","False","card","Maestro","His Majesty Bank Corp.","ec0xejv1","yqgi4r","644b30jam","49","True"
"","","","","","","owcp3q","25","fulfilled","7444 Shelby Fords Apt. 290\nRhondaland, AS 85277-9573","rbkqo2mz8","False","card","VISA 16 digit","Bulwark Trust Corp.","uplzo1p7","yqgi4r","rbkqo2mz8","49","False"
"","","","","","","kkj4g4","41","fulfilled","7444 Shelby Fords Apt. 290\nRhondaland, AS 85277-9573","47ss4xvsx","False","card","Voyager","Her Majesty Trust","co2h5f40","owcp3q","rbkqo2mz8","25","False"
"","","","","","","ieo8qr","25","fulfilled","894 Jacob Vista Apt. 197\nWilliamfort, GA 28640-1599","","","","","","3kwagzt0","kkj4g4","47ss4xvsx","41","True"
"","","","","","","7wo3i5","45","failed","7444 Shelby Fords Apt. 290\nRhondaland, AS 85277-9573","","","","","","ggnme3au","kkj4g4","644b30jam","41","False"
"","","","","","","","","","","","","","","","tbc5gpg0","ieo8qr","47ss4xvsx","25","True"
"","","","","","","","","","","","","","","","pne2a081","7wo3i5","rbkqo2mz8","45","False"
"False","anthony04@gmail.com","1-910-678-8300","pabten624qp5gacfxnxh","248.33.149.88","412 Joshua Knoll Apt. 533\nDavidland, ME 61496","czmdey","15","fulfilled","412 Joshua Knoll Apt. 533\nDavidland, ME 61496","sdu0pppij","True","card","Maestro","Citizens First Banks","ird6quss","czmdey","sdu0pppij","15","False"
"","","","","","","4v3wor","34","fulfilled","412 Joshua Knoll Apt. 533\nDavidland, ME 61496","","","","","","kr4piaj6","4v3wor","sdu0pppij","34","False"
"False","mgould@yahoo.com","1-394-145-7899x0176","o7xocau2odnpc1so7ued","e85d:101b:e213:d8d0:8722:3fce:1e31:17f3","19170 Hansen Throughway\nWilkersonville, PA 09423","i1ews1","22","fulfilled","19170 Hansen Throughway\nWilkersonville, PA 09423","x6zmw4nns","True","card","Diners Club / Carte Blanche","Solace Banks","ls23wjjk","i1ews1","p6v42gsjt","22","False"
"","","","","","","umxpkn","21","fulfilled","19170 Hansen Throughway\nWilkersonville, PA 09423","p6v42gsjt","False","card","VISA 16 digit","Grand Credit Corporation","57digam0","umxpkn","x6zmw4nns","21","True"
"","","","","","","2bwa43","35","fulfilled","840 Carroll Fort Apt. 640\nLake Stephanieland, TX 40398-4112","","","","","","vvo1vly6","umxpkn","x6zmw4nns","21","False"
"","","","","","","9wsbkr","20","fulfilled","19170 Hansen Throughway\nWilkersonville, PA 09423","","","","","","skhsy75r","2bwa43","p6v42gsjt","35","False"
"","","","","","","","","","","","","","","","bph7txfx","9wsbkr","p6v42gsjt","20","False"
"False","bakersydney@gmail.com","002.940.3004x9094","18cnggmlahgf7trpqsu8","246.139.218.89","8649 Mcgee Locks Apt. 114\nNorth Angelafort, IN 05272-4651","r55imo","41","fulfilled","8649 Mcgee Locks Apt. 114\nNorth Angelafort, IN 05272-4651","74rqcnogo","False","card","Voyager","Her Majesty Trust","4d21mp0y","r55imo","74rqcnogo","41","False"
"","","","","","","87w5rm","34","fulfilled","3598 Douglas Street\nPort Alexandra, MA 84502-8273","","","","","","nwvqorle","87w5rm","74rqcnogo","34","True"
"","","","","","","knov7s","32","fulfilled","8649 Mcgee Locks Apt. 114\nNorth Angelafort, IN 05272-4651","","","","","","06r7dg7q","87w5rm","74rqcnogo","34","True"
"","","","","","","","","","","","","","","","x8085ani","87w5rm","74rqcnogo","34","False"
"","","","","","","","","","","","","","","","5i9fxj2h","knov7s","74rqcnogo","32","False"
"False","kevinreyes@johnston.net","1-586-561-8956x40209","jfu1ob6izknk46i3ddxw","e0ec:bc57:9219:e4b:9192:64c2:82cd:4983","958 House Plaza\nBarnesberg, WA 67085-1912","","","","","j5mx3wzjb","False","card","JCB 16 digit","Bulwark Trust Corp.","","","","",""
"False","udavis@clark.com","(942)067-2430","y7b7eqwqn34mytvn1i5z","146.191.70.148","9923 Williams Ramp\nEast Lauraburgh, GA 48874","y439xr","13","fulfilled","06698 Nelson Fork Suite 415\nJacquelinechester, DE 26287","2zc5i5g91","False","bitcoin","VISA 16 digit","Vertex Bancorp","i7p3731v","y439xr","2zc5i5g91","13","False"
"","","","","","","ikr37t","10","fulfilled","9923 Williams Ramp\nEast Lauraburgh, GA 48874","","","","","","xm6z2ku4","ikr37t","2zc5i5g91","10","False"
"","","","","","","3629iw","18","fulfilled","9923 Williams Ramp\nEast Lauraburgh, GA 48874","","","","","","a1etssuy","3629iw","2zc5i5g91","18","False"
"True","nancymayo@brown.com","830-346-6543x518","1asmfecu4hbv73a2r5jy","79.112.154.104","6927 Nathan Mountains\nNorth April, PA 95355-9109","ab2hxc","46","fulfilled","6927 Nathan Mountains\nNorth April, PA 95355-9109","8mjcums28","True","apple pay","American Express","Bastion Banks","ht0fcw33","ab2hxc","8mjcums28","46","False"
"","","","","","","r8occu","72","fulfilled","6927 Nathan Mountains\nNorth April, PA 95355-9109","oxpsbpotn","False","apple pay","Diners Club / Carte Blanche","Citizens First Banks","d6rooqlh","r8occu","oxpsbpotn","72","False"
"","","","","","","ky361o","50","fulfilled","6927 Nathan Mountains\nNorth April, PA 95355-9109","","","","","","5unj4ehj","ky361o","8mjcums28","50","False"
"","","","","","","92e8bp","42","failed","6927 Nathan Mountains\nNorth April, PA 95355-9109","","","","","","gkkxcjim","92e8bp","oxpsbpotn","42","True"
"","","","","","","fu7lla","56","fulfilled","6927 Nathan Mountains\nNorth April, PA 95355-9109","","","","","","uhz22wkv","92e8bp","8mjcums28","42","False"
"","","","","","","c5b579","30","pending","17620 Wells Prairie Suite 370\nNorth Brandon, GA 60136-0328","","","","","","lg7lup4i","fu7lla","oxpsbpotn","56","False"
"","","","","","","","","","","","","","","","4z7tp93o","c5b579","oxpsbpotn","30","False"
"True","johnlowery@gmail.com","1-820-539-4726x993","2in0fh7lep289n8dcbdz","163.128.139.42","814 Wagner Union\nAshleymouth, HI 35617","np906j","40","fulfilled","814 Wagner Union\nAshleymouth, HI 35617","a8dggs0xt","False","card","JCB 16 digit","Bulwark Trust Corp.","hjsrew5l","np906j","a8dggs0xt","40","False"
"","","","","","","p1yimo","34","fulfilled","814 Wagner Union\nAshleymouth, HI 35617","","","","","","e93zwysp","p1yimo","a8dggs0xt","34","False"
"True","warrenedward@arnold.com","201.737.5119x64000","6py7ewqjkxjw8zjl9eri","45.203.99.249","49680 Brian Squares Apt. 122\nPort Walterburgh, MH 02766-0708","03euof","47","fulfilled","49680 Brian Squares Apt. 122\nPort Walterburgh, MH 02766-0708","56tr9sk22","False","card","VISA 16 digit","Fountain Financial Inc.","0w4ng8t4","03euof","v50sqfm8h","47","False"
"","","","","","","e32v3f","31","fulfilled","51899 Bryan Pine Apt. 256\nWillieville, OK 17656-9361","lvliovokk","False","apple pay","VISA 16 digit","Solace Banks","1od1zuej","e32v3f","3ahrb9ife","31","False"
"","","","","","","v3f3bo","28","fulfilled","49680 Brian Squares Apt. 122\nPort Walterburgh, MH 02766-0708","v50sqfm8h","True","card","American Express","Solace Banks","409r48ot","v3f3bo","bhta4vgb5","28","False"
"","","","","","","mfgt1j","11","fulfilled","04246 Martinez Mews\nMirandafurt, RI 25874","w7n74xfh5","False","card","JCB 16 digit","Grand Credit Corporation","kaxr9ib2","mfgt1j","v50sqfm8h","11","False"
"","","","","","","","","","","3ahrb9ife","False","card","Voyager","Citizens First Banks","","","","",""
"","","","","","","","","","","1x7g554gf","False","card","VISA 16 digit","Vertex Bancorp","","","","",""
"","","","","","","","","","","5cyajopa3","False","card","Diners Club / Carte Blanche","Vertex Bancorp","","","","",""
"","","","","","","","","","","bhta4vgb5","False","apple pay","VISA 13 digit","Fountain Financial Inc.","","","","",""
"","","","","","","","","","","tsahtndpq","False","card","JCB 16 digit","Citizens First Banks","","","","",""
"","","","","","","","","","","ljkxr94u8","True","card","JCB 15 digit","Grand Credit Corporation","","","","",""
"","","","","","","","","","","gyziu64o9","True","card","American Express","Rose Bancshares","","","","",""
"","","","","","","","","","","4ijoedjx5","False","card","JCB 16 digit","Solace Banks","","","","",""
"","","","","","","","","","","2cbib0dca","False","apple pay","VISA 16 digit","Vertex Bancorp","","","","",""
"","","","","","","","","","","41uvo35k2","True","apple pay","VISA 16 digit","Bulwark Trust Corp.","","","","",""
"False","rbolton@hotmail.com","04454448537","znuylfikiuid1orrwsvt","911e:44d8:824c:85a3:ba7a:6513:8d40:c4c3","150 Kenneth Bypass Apt. 791\nKevinton, VT 92488","j5ssnn","27","fulfilled","150 Kenneth Bypass Apt. 791\nKevinton, VT 92488","aiker5vh0","False","card","Voyager","Her Majesty Trust","mco06mub","j5ssnn","895soyhh1","27","True"
"","","","","","","pgpgct","19","fulfilled","150 Kenneth Bypass Apt. 791\nKevinton, VT 92488","rcp273ore","False","card","VISA 13 digit","Fountain Financial Inc.","hojsrmq7","j5ssnn","aiker5vh0","27","False"
"","","","","","","ywwu92","17","fulfilled","150 Kenneth Bypass Apt. 791\nKevinton, VT 92488","895soyhh1","False","apple pay","VISA 13 digit","Vertex Bancorp","lt32c5y7","pgpgct","895soyhh1","19","False"
"","","","","","","h7m36s","27","fulfilled","150 Kenneth Bypass Apt. 791\nKevinton, VT 92488","","","","","","izx7ae9w","ywwu92","895soyhh1","17","False"
"","","","","","","","","","","","","","","","nixfmk79","h7m36s","895soyhh1","27","True"
"True","michael57@oconnor.com","06109351281","vqvlsaw0j6p0r8sij1qs","30.23.223.15","905 David Rest\nNicolemouth, OK 53015-0063","","","","","ueysrh40s","False","card","Discover","c","","","","",""
"","","","","","","","","","","wb703p6gj","False","bitcoin","VISA 13 digit"," ","","","","",""
"True","jonathan99@stafford.org","(986)656-8692x32356","1mt65bhu4bzyrmzeitz6","ecc1:e4b8:65e1:d1e:bf58:b09d:3c50:509","4913 Wright Ranch\nRoymouth, VI 48629","dyyrat","46","fulfilled","4913 Wright Ranch\nRoymouth, VI 48629","2nfc926ij","False","card","Mastercard","Rose Bancshares","ziw7e3wa","dyyrat","2nfc926ij","46","False"
"","","","","","","kwmuvx","46","pending","4913 Wright Ranch\nRoymouth, VI 48629","","","","","","d25j8j1o","kwmuvx","2nfc926ij","46","False"
"True","lleonard@turner-fleming.com","1-414-937-7421x73705","yfpqgg5oxsn107veaala","97.111.97.42","96103 Riley Walks\nMichellefort, ID 98085-6066","vliicw","59","fulfilled","202 Glenn Spur\nWest Alyssaview, GA 19716-9957","pube8iuin","False","card","JCB 15 digit","Bulwark Trust Corp.","rids9xcr","vliicw","pube8iuin","59","True"
"","","","","","","a6e85x","71","fulfilled","96103 Riley Walks\nMichellefort, ID 98085-6066","","","","","","vfr9e4p1","vliicw","pube8iuin","59","False"
"","","","","","","s2yu52","75","fulfilled","96103 Riley Walks\nMichellefort, ID 98085-6066","","","","","","7vettvqh","a6e85x","pube8iuin","71","False"
"","","","","","","2dt9hc","56","fulfilled","96103 Riley Walks\nMichellefort, ID 98085-6066","","","","","","8zufs56k","s2yu52","pube8iuin","75","False"
"","","","","","","c8czvd","48","pending","96103 Riley Walks\nMichellefort, ID 98085-6066","","","","","","po2qgue2","2dt9hc","pube8iuin","56","True"
"","","","","","","aexkeb","55","fulfilled","6721 Smith Road Apt. 172\nLake Tanya, WI 12305","","","","","","iavr78ml","2dt9hc","pube8iuin","56","False"
"","","","","","","014gsw","67","pending","96103 Riley Walks\nMichellefort, ID 98085-6066","","","","","","02xzx7s8","c8czvd","pube8iuin","48","False"
"","","","","","","8lwtag","40","failed","96103 Riley Walks\nMichellefort, ID 98085-6066","","","","","","ubhcpkcn","aexkeb","pube8iuin","55","False"
"","","","","","","","","","","","","","","","gidcndd6","014gsw","pube8iuin","67","True"
"","","","","","","","","","","","","","","","0zv4q3v7","014gsw","pube8iuin","67","False"
"","","","","","","","","","","","","","","","bkink4ub","8lwtag","pube8iuin","40","False"
"True","whitedavid@jones-lloyd.org","902.047.2861","jvab5ehh3y5u4spybjm4","95.228.108.171","881 Jessica Ford\nEricksonhaven, FL 83492-3227","gdsjvg","70","fulfilled","881 Jessica Ford\nEricksonhaven, FL 83492-3227","wsjjfydbf","False","apple pay","Discover","Bulwark Trust Corp.","3pymh6mw","gdsjvg","twmq62jy6","70","False"
"","","","","","","3oa84g","52","fulfilled","881 Jessica Ford\nEricksonhaven, FL 83492-3227","schhirx31","False","card","JCB 16 digit","Solace Banks","unkt953p","3oa84g","schhirx31","52","False"
"","","","","","","a8rmch","73","fulfilled","881 Jessica Ford\nEricksonhaven, FL 83492-3227","twmq62jy6","True","card","JCB 16 digit","Fountain Financial Inc.","009jh4iq","a8rmch","twmq62jy6","73","False"
"","","","","","","znuuw1","43","failed","881 Jessica Ford\nEricksonhaven, FL 83492-3227","15e6ezghu","False","card","JCB 15 digit","Vertex Bancorp","bjtbye6a","znuuw1","schhirx31","43","False"
"","","","","","","0ssrq7","45","fulfilled","9593 Gomez Tunnel Suite 588\nChristianberg, WV 17842-4677","","","","","","i8ish28k","0ssrq7","twmq62jy6","45","False"
"False","grace99@wright.com","257-706-1003x92053","1rqqqzad6b2grmhvktxf","3c3d:d324:e445:35c:4d73:936a:e1bb:ce99","88469 Rebecca Land\nWest Kyleborough, DC 15715-5196","","","","","l009h3b0g","False","paypal","Maestro","Solace Banks","","","","",""
"False","tayloreric@gmail.com","1-160-137-7889x74832","sjoj10iss04dq90i4w7x","3.75.86.140","3195 Farmer Mills Apt. 946\nBrittanymouth, IA 14170","zwxx7h","15","failed","3195 Farmer Mills Apt. 946\nBrittanymouth, IA 14170","e02yhpn93","True","bitcoin","Discover","Grand Credit Corporation","c15e6515","zwxx7h","ktxquppwn","15","True"
"","","","","","","hnm11l","16","fulfilled","3195 Farmer Mills Apt. 946\nBrittanymouth, IA 14170","ktxquppwn","False","card","Voyager","Her Majesty Trust","58xj4057","zwxx7h","ktxquppwn","15","False"
"","","","","","","oe5ua5","39","fulfilled","3195 Farmer Mills Apt. 946\nBrittanymouth, IA 14170","","","","","","90fuwka6","hnm11l","e02yhpn93","16","False"
"","","","","","","","","","","","","","","","v2eetof8","oe5ua5","ktxquppwn","39","False"
"True","shelby24@hotmail.com","(071)934-3315x27613","obb41ux0zfa2td5ajo9s","45.203.99.249","3271 Cynthia Groves\nPort Jeremyberg, CO 27305","38153h","40","fulfilled","3271 Cynthia Groves\nPort Jeremyberg, CO 27305","ws9sghi5j","False","card","Mastercard","Bulwark Trust Corp.","8bksc5m8","38153h","ust8991vz","40","False"
"","","","","","","ocwyyj","33","failed","29331 Lowe Trace Apt. 964\nRosalesview, MT 96654-1454","ust8991vz","True","card","Diners Club / Carte Blanche","Vertex Bancorp","uy4yp6pt","ocwyyj","ws9sghi5j","33","True"
"","","","","","","99fepx","50","fulfilled","3271 Cynthia Groves\nPort Jeremyberg, CO 27305","","","","","","vjunxb2y","ocwyyj","ust8991vz","33","False"
"","","","","","","zjigls","36","fulfilled","3271 Cynthia Groves\nPort Jeremyberg, CO 27305","","","","","","9s2ob8gu","99fepx","ws9sghi5j","50","False"
"","","","","","","","","","","","","","","","z2u9dn7i","zjigls","ust8991vz","36","False"
"False","cindydelgado@gmail.com","523.689.5105x7670","z3vo5aropo8rd2lfqrnq","86.201.239.98","7835 Jasmine Mission Suite 502\nPort Alejandra, WA 47942-2517","297izj","35","failed","7835 Jasmine Mission Suite 502\nPort Alejandra, WA 47942-2517","47p53nhjt","False","paypal","VISA 16 digit","Grand Credit Corporation","1fgz8zng","297izj","47p53nhjt","35","False"
"","","","","","","4ryti3","46","fulfilled","7835 Jasmine Mission Suite 502\nPort Alejandra, WA 47942-2517","","","","","","b13nyxts","4ryti3","47p53nhjt","46","False"
"","","","","","","1nblrq","49","fulfilled","7835 Jasmine Mission Suite 502\nPort Alejandra, WA 47942-2517","","","","","","x73jfun1","1nblrq","47p53nhjt","49","False"
"","","","","","","lgnbul","16","fulfilled","7835 Jasmine Mission Suite 502\nPort Alejandra, WA 47942-2517","","","","","","4o8fq6zf","lgnbul","47p53nhjt","16","False"
"True","brittanydean@hotmail.com","06238721842","yq8xiivmx4prlgx0gofo","3517:8e52:885:8640:a59:f5fd:cb33:b06a","49680 Brian Squares Apt. 122\nPort Walterburgh, MH 02766-0708","4x5z1z","36","fulfilled","97017 Zoe Fields Suite 624\nEast Marcusville, VI 71667-6156","te1pi876k","False","card","Voyager","Grand Credit Corporation","rsxqencf","4x5z1z","te1pi876k","36","True"
"","","","","","","cilumk","15","fulfilled","97017 Zoe Fields Suite 624\nEast Marcusville, VI 71667-6156","","","","","","xqb78j8d","4x5z1z","te1pi876k","36","True"
"","","","","","","znrz7h","43","fulfilled","97017 Zoe Fields Suite 624\nEast Marcusville, VI 71667-6156","","","","","","mq9xpl0j","4x5z1z","te1pi876k","36","False"
"","","","","","","ysg7hn","36","fulfilled","97017 Zoe Fields Suite 624\nEast Marcusville, VI 71667-6156","","","","","","tujxikee","cilumk","te1pi876k","15","False"
"","","","","","","","","","","","","","","","08k9grki","znrz7h","te1pi876k","43","False"
"","","","","","","","","","","","","","","","28ddf0q0","ysg7hn","te1pi876k","36","False"
"False","watkinscaroline@lewis-haas.com","153-392-3908x8124","mcfj07mm32tyodtfh7z2","244.18.220.218","991 Melton Viaduct\nWagnerville, NH 56051","z4z8pu","11","fulfilled","000 Harmon Passage Suite 981\nEast Erika, HI 63934","zsk2itfp9","False","card","Maestro","Rose Bancshares","evap24h5","z4z8pu","zsk2itfp9","11","False"
"","","","","","","kcyceh","27","fulfilled","991 Melton Viaduct\nWagnerville, NH 56051","","","","","","qv0juj5h","kcyceh","zsk2itfp9","27","False"
"False","marissacollins@mckinney.com","09686705337","jx3d90d32iz1zlo5jntm","a2df:1771:97bf:98cb:3a4c:c7ec:a113:b080","95667 Alex Burg\nGreenton, NH 20710-0614","r7iurq","31","fulfilled","95667 Alex Burg\nGreenton, NH 20710-0614","5n1znn6g7","False","card","JCB 15 digit","Rose Bancshares","3ukr2xo2","r7iurq","5n1znn6g7","31","True"
"","","","","","","komvqe","33","fulfilled","95667 Alex Burg\nGreenton, NH 20710-0614","","","","","","wkk02323","komvqe","5n1znn6g7","33","False"
"","","","","","","oe260k","46","fulfilled","1762 Richardson Mews Apt. 594\nGarciaton, UT 12157-8935","","","","","","j8pqgvs2","oe260k","5n1znn6g7","46","False"
"","","","","","","vo6yxx","12","fulfilled","3514 Larry Cliffs\nLake Douglasland, MH 08125-7086","","","","","","ldrk3iu0","vo6yxx","5n1znn6g7","12","True"
"","","","","","","f1ykft","32","fulfilled","95667 Alex Burg\nGreenton, NH 20710-0614","","","","","","u8124k9p","vo6yxx","5n1znn6g7","12","False"
"","","","","","","","","","","","","","","","ggmerx76","f1ykft","5n1znn6g7","32","False"
"True","craig83@rasmussen-alvarado.com","122-259-7479x336","s93o0wj3eqd9whcy9ng3","35.212.254.226","10068 Adam Rapids Suite 792\nRileyburgh, GA 11372","nzxaq8","20","fulfilled","10068 Adam Rapids Suite 792\nRileyburgh, GA 11372","dmbt74m31","False","bitcoin","Maestro","Bastion Banks","rkahezdu","nzxaq8","dmbt74m31","20","False"
"","","","","","","8yj5xm","21","fulfilled","9411 Brittany Mount Suite 563\nKevinfort, PW 49639-4327","16bky3czz","False","card","VISA 13 digit","Bastion Banks","crl6tv84","8yj5xm","2g0jtwk7z","21","True"
"","","","","","","","","","","byxohh1nu","False","card","JCB 16 digit","Bastion Banks","","","","",""
"","","","","","","","","","","o6nbs7ejn","False","card","JCB 16 digit","Her Majesty Trust","","","","",""
"","","","","","","","","","","z31v0ab8m","False","card","JCB 16 digit","Fountain Financial Inc.","","","","",""
"","","","","","","","","","","m2ymrevap","False","card","Voyager","Her Majesty Trust","","","","",""
"","","","","","","","","","","hctn5m2qg","True","card","VISA 16 digit","Her Majesty Trust","","","","",""
"","","","","","","","","","","cgpnfqy0e","True","apple pay","Voyager","Bastion Banks","","","","",""
"","","","","","","","","","","6ej22b866","False","bitcoin","Mastercard","Vertex Bancorp","","","","",""
"","","","","","","","","","","2trjykrfk","False","apple pay","Voyager","Fountain Financial Inc.","","","","",""
"","","","","","","","","","","8p7uyur08","False","card","JCB 16 digit","Her Majesty Trust","","","","",""
"","","","","","","","","","","2g0jtwk7z","False","apple pay","Diners Club / Carte Blanche","Bastion Banks","","","","",""
"","","","","","","","","","","xeks8j9tl","False","card","VISA 16 digit","Her Majesty Trust","","","","",""
"False","thernandez@johnson-quinn.com","(940)148-2704","y2n05wrk1bg8w21bey0t","1f62:a7f0:6db0:caee:9b6a:eafd:dfea:c50","911 Miller Summit Suite 426\nPort Ashley, IA 03124-9666","tnx3nb","14","fulfilled","911 Miller Summit Suite 426\nPort Ashley, IA 03124-9666","5dcw1pvfp","False","card","VISA 16 digit","Vertex Bancorp","gaxk9rqy","tnx3nb","5dcw1pvfp","14","False"
"","","","","","","un1swp","22","fulfilled","911 Miller Summit Suite 426\nPort Ashley, IA 03124-9666","","","","","","m8r6hniu","un1swp","5dcw1pvfp","22","False"
"False","emilyroberts@hotmail.com","479.228.3536","dpgcbcifnntnq2ht4owp","87.18.25.113","94798 Reed Park Apt. 840\nPort Normanborough, ME 36946-3989","8hzrs6","22","pending","94798 Reed Park Apt. 840\nPort Normanborough, ME 36946-3989","k3j0csvbi","True","paypal","JCB 16 digit","Bastion Banks","65kax9bv","8hzrs6","k3j0csvbi","22","False"
"","","","","","","lv7bgj","14","fulfilled","94798 Reed Park Apt. 840\nPort Normanborough, ME 36946-3989","","","","","","jydc0igm","lv7bgj","k3j0csvbi","14","False"
"True","ukline@spears.biz","(199)535-2932","vv7fwhdfrxaeozga5be6","990a:643c:1936:30db:f90:90fe:c1e0:47c","2038 Billy Turnpike\nBarreraside, AR 77704-0733","","","","","r3lx89nbm","False","paypal","Maestro","n","","","","",""
"","","","","","","","","","","annk08w5x","False","card","Voyager","r","","","","",""
"","","","","","","","","","","3f9jzy0az","False","bitcoin","Mastercard","e","","","","",""
"True","vmiller@hotmail.com","000-734-4774","b1tjk5s0j9ybj1qpt3ik","164.79.214.9","PSC 9111, Box 9839\nAPO AA 57283-9646","5qsujo","36","fulfilled","2535 Anthony Fork\nWest Alexander, ID 09504-1790","syeg4jsea","False","card","JCB 16 digit","Citizens First Banks","a77klpib","5qsujo","syeg4jsea","36","False"
"","","","","","","e079kp","60","fulfilled","67953 Christopher Mount\nMoodyland, NC 47395-8833","","","","","","ip5tk6rk","e079kp","syeg4jsea","60","False"
"","","","","","","e4zp2d","57","fulfilled","PSC 9111, Box 9839\nAPO AA 57283-9646","","","","","","0kkdyxv9","e4zp2d","syeg4jsea","57","False"
"","","","","","","uwlkgq","59","fulfilled","225 Brown Harbor Suite 036\nScottburgh, MT 20780-6268","","","","","","mjnf4ynr","uwlkgq","syeg4jsea","59","True"
"","","","","","","1r723d","64","fulfilled","529 Jacob Crest\nScottton, NE 85064-4340","","","","","","chhgzokp","1r723d","syeg4jsea","64","True"
"","","","","","","kclajf","54","fulfilled","PSC 9111, Box 9839\nAPO AA 57283-9646","","","","","","1hnqqte8","1r723d","syeg4jsea","64","False"
"","","","","","","src36a","55","fulfilled","15195 Lucas Falls\nSarahbury, VI 08589","","","","","","1fvxj1f7","kclajf","syeg4jsea","54","False"
"","","","","","","urki6d","47","failed","90617 White Street Apt. 541\nSmithville, HI 91427","","","","","","vmzjq1hz","src36a","syeg4jsea","55","True"
"","","","","","","","","","","","","","","","2pxfi412","src36a","syeg4jsea","55","False"
"","","","","","","","","","","","","","","","tp8rcpaj","urki6d","syeg4jsea","47","False"
"True","david45@gmail.com","(508)223-3834","l6qv05oe0h0j78kx84ex","9d8d:535b:36fc:8773:bec0:8fa5:3206:4cb5","5360 Adams Falls Suite 829\nHensleymouth, WV 86746-6334","xmco0d","74","fulfilled","29024 Christopher Vista Apt. 927\nTracyland, MS 47831-2674","u1ae0romw","False","card","Discover","His Majesty Bank Corp.","37wzwli3","xmco0d","g7u0onbnv","74","False"
"","","","","","","6kc5n5","57","fulfilled","5360 Adams Falls Suite 829\nHensleymouth, WV 86746-6334","s5crwdixe","False","apple pay","Voyager","Her Majesty Trust","t08f5g4x","6kc5n5","u1ae0romw","57","False"
"","","","","","","l35jjq","57","fulfilled","33909 Christy Plains Suite 457\nCrystalmouth, MN 05117-2881","g7u0onbnv","False","card","JCB 15 digit","His Majesty Bank Corp.","o09fmom1","l35jjq","60ktm2k9f","57","True"
"","","","","","","ujgjis","53","fulfilled","5360 Adams Falls Suite 829\nHensleymouth, WV 86746-6334","60ktm2k9f","False","bitcoin","JCB 16 digit","Fountain Financial Inc.","1nm2xl3k","l35jjq","g7u0onbnv","57","True"
"","","","","","","3hprb8","61","fulfilled","981 Carroll Parks Apt. 704\nEast Michaelshire, AZ 93416","tulie7ios","False","card","Diners Club / Carte Blanche","Bulwark Trust Corp.","rbjz1iom","l35jjq","g7u0onbnv","57","True"
"","","","","","","745ioj","67","fulfilled","5360 Adams Falls Suite 829\nHensleymouth, WV 86746-6334","","","","","","lva5by83","ujgjis","u1ae0romw","53","False"
